compound_id,compound_name,canonical_smiles,structure_key,structure_id,connectivity_group,original_dili_category,dili_label,label_source,structure_source,pubchem_cid,standardization_version,source_compound_ids,source_original_categories
LT00457,Trifluoperazine hydrochloride,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N,993e5de48b72c357b6273addc70b8ce797cfa821a350905daab35d44a7736e36,ZEWQUBUPAILYHI,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/66064,66064,dilirank_parent_v1,"[""LT00457""]","[""vLess-DILI-concern""]"
LT00461,Alatrofloxacin mesylate,C[C@H](N)C(=O)N[C@@H](C)C(=O)NC1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,UUZPPAMZDFLUHD-LZGARRQBSA-N,b66de58b44c728de57f60573dabca29b7bb536ce09876cf778a1cdf114d62fc0,UUZPPAMZDFLUHD,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5282517,5282517,dilirank_parent_v1,"[""LT00461""]","[""vMost-DILI-concern""]"
LT00462,Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N,d66cbdc868d601ec683c97149688a3f016ce00abd2cc55a9fabc52595d849de1,WAEXFXRVDQXREF,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5311,5311,dilirank_parent_v1,"[""LT00462""]","[""vNo-DILI-concern""]"
LT00478,Methylprednisolone,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,VHRSUDSXCMQTMA-PJHHCJLFSA-N,edf7830e8895e0668772fbf0f8d1e0e5353a9f40ba1b2ca02ab61c2654a27e9b,VHRSUDSXCMQTMA,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/6741,6741,dilirank_parent_v1,"[""LT00478""]","[""vLess-DILI-concern""]"
LT00480,Sodium oxybate,O=C(O)CCCO,SJZRECIVHVDYJC-UHFFFAOYSA-N,8848c7a4a4d3b5ef1eea70dc97f6f0f43affa89b3fe44db2a9bf7b235bfe4d04,SJZRECIVHVDYJC,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23663870,23663870,dilirank_parent_v1,"[""LT00480""]","[""vNo-DILI-concern""]"
LT00486,Polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,ONJQDTZCDSESIW-UHFFFAOYSA-N,0be8cb32c8812263227ebe6a6753d5f0daa6751b7b50065c10c88d89ce2d23e7,ONJQDTZCDSESIW,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/656641,656641,dilirank_parent_v1,"[""LT00486""]","[""vNo-DILI-concern""]"
LT00488,Penicillamine,CC(C)(S)[C@@H](N)C(=O)O,VVNCNSJFMMFHPL-VKHMYHEASA-N,8e48c98fdf684b386a1951d78894f73c19eb092316b17e0e9d33801da71abc28,VVNCNSJFMMFHPL,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5852,5852,dilirank_parent_v1,"[""LT00488""]","[""vLess-DILI-concern""]"
LT00498,Acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N,c0680464d8f7ffd0c10be7b52c47519af269f0f23c3c13097582d369bc9d00f8,BZKPWHYZMXOIDC,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/1986,1986,dilirank_parent_v1,"[""LT00498""]","[""vMost-DILI-concern""]"
LT00499,Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,a3aa7b313a4d2a914ae9ac13f7af936cc8cd60b159d56d9ffc89a32472d1331e,HXHWSAZORRCQMX,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/2082,2082,dilirank_parent_v1,"[""LT00499""]","[""vMost-DILI-concern""]"
LT00501,Alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,VREFGVBLTWBCJP-UHFFFAOYSA-N,ad9ac3725532bcb408e2cd65c7fc371daa0f99614378df983bcf1e86a2da8759,VREFGVBLTWBCJP,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/2118,2118,dilirank_parent_v1,"[""LT00501""]","[""vLess-DILI-concern""]"
LT00505,Aminosalicylic acid ,Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N,473a01c5b79cba1e359a5745318a845f9c894a236d45726484ed606e89473c63,WUBBRNOQWQTFEX,vMOST-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/4649,4649,dilirank_parent_v1,"[""LT00505""]","[""vMOST-DILI-concern""]"
LT00507,Amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,199307d2cc4f26deefd2fb090b3b81ef08fb0b2eb5517a127926813e5d21c9d6,LSQZJLSUYDQPKJ,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/33613,33613,dilirank_parent_v1,"[""LT00507""]","[""vLess-DILI-concern""]"
LT00511,Atropine,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-PJPHBNEVSA-N,acf67117cb01c53342b9bab64a706b2ed22e3fcd77ea24cd3d67b1b14244d629,RKUNBYITZUJHSG,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/174174,174174,dilirank_parent_v1,"[""LT00511""]","[""vNo-DILI-concern""]"
LT00513,Benoxaprofen,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,MITFXPHMIHQXPI-UHFFFAOYSA-N,7d876504a5c7ca145b8862b7bca53581b0061654d677e02d14aa100077ae2941,MITFXPHMIHQXPI,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/39941,39941,dilirank_parent_v1,"[""LT00513""]","[""vMost-DILI-concern""]"
LT00516,Trospium chloride,O=C(OC1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,OYYDSUSKLWTMMQ-AIZNXBIQSA-N,2dcb69a055c9daef82a4460235583687307e05000f1bfc72cca93928401fa4a4,OYYDSUSKLWTMMQ,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5284631,5284631,dilirank_parent_v1,"[""LT00516""]","[""vNo-DILI-concern""]"
LT00519,Bromfenac sodium,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,02e66c5c3d86d495c5f7aca9c0680c1cb8de4ef6ce42933ebde140a4a80a6946,ZBPLOVFIXSTCRZ,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/11954316,11954316,dilirank_parent_v1,"[""LT00519""]","[""vMost-DILI-concern""]"
LT00532,Clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DGBIGWXXNGSACT-UHFFFAOYSA-N,ec72dc3e91857dfca2b0054bd45d3af149ef712833d4f137a1a75b02099712cd,DGBIGWXXNGSACT,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/2802,2802,dilirank_parent_v1,"[""LT00532""]","[""vLess-DILI-concern""]"
LT00539,Danazol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,POZRVZJJTULAOH-LHZXLZLDSA-N,6354428043cc09f187942b94efa948c366cd319c890f5b8149eed50480901f70,POZRVZJJTULAOH,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/28417,28417,dilirank_parent_v1,"[""LT00539""]","[""vMost-DILI-concern""]"
LT00540,Daunorubicin hydrochloride,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,STQGQHZAVUOBTE-VGBVRHCVSA-N,9f0ac559d3ba5cfd78fa237b6973fe23775a8e92a22bc546ad26eef9ea9e1746,STQGQHZAVUOBTE,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/62770,62770,dilirank_parent_v1,"[""LT00540""]","[""vNo-DILI-concern""]"
LT00547,Doxapram hydrochloride,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,XFDJYSQDBULQSI-UHFFFAOYSA-N,3030492ea03c0557691f1e14fa4ed653310aeeac7a2508ec7611b52afaa9cc49,XFDJYSQDBULQSI,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/64648,64648,dilirank_parent_v1,"[""LT00547""]","[""vNo-DILI-concern""]"
LT00554,Febuxostat,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,BQSJTQLCZDPROO-UHFFFAOYSA-N,f97ac52ccfb3ba559b39d3460c0dee6a55b69cca1e0e53c77de28741581b6f3d,BQSJTQLCZDPROO,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/134018,134018,dilirank_parent_v1,"[""LT00554""]","[""vMost-DILI-concern""]"
LT00558,Griseofulvin,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-RBHXEPJQSA-N,cf4495661fda839b539847d1d0f025f854e686e57c08da724bc5f1872398c7cb,DDUHZTYCFQRHIY,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/441140,441140,dilirank_parent_v1,"[""LT00558""]","[""vMost-DILI-concern""]"
LT00559,Hydralazine hydrochloride,NNc1nncc2ccccc12,RPTUSVTUFVMDQK-UHFFFAOYSA-N,6495f6d892b5398ca39150e71fd12e9627e246f3bcd8f66e24b5789df3cf2c83,RPTUSVTUFVMDQK,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/9351,9351,dilirank_parent_v1,"[""LT00559""]","[""vLess-DILI-concern""]"
LT00560,Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,CYWFCPPBTWOZSF-UHFFFAOYSA-N,67961b097c0f310468fb1fc4dd39e8f3135de89355f62d71984ae3b659168c34,CYWFCPPBTWOZSF,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/15250,15250,dilirank_parent_v1,"[""LT00560""]","[""vMost-DILI-concern""]"
LT00562,Ifosfamide,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,a8abec35e3839cb3aa66a1106fb541c625c608c560a2b28ca40f828d7cd79388,HOMGKSMUEGBAAB,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/3690,3690,dilirank_parent_v1,"[""LT00562""]","[""vLess-DILI-concern""]"
LT00563,Deferasirox,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,BOFQWVMAQOTZIW-UHFFFAOYSA-N,aa3b768ea688a623aa743197ae2a9c2a6ef5c6eb4247e175fd5736175b13e584,BOFQWVMAQOTZIW,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/214348,214348,dilirank_parent_v1,"[""LT00563""]","[""vMost-DILI-concern""]"
LT00569,Lamivudine,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-NKWVEPMBSA-N,fc185e145af4b939bebf73415a4166becdf24f5debb177b64c89b31f5dafb850,JTEGQNOMFQHVDC,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/60825,60825,dilirank_parent_v1,"[""LT00569""]","[""vLess-DILI-concern""]"
LT00570,Methylnaltrexone bromide,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,JVLBPIPGETUEET-GAAHOAFPSA-O,262e33a8791c046d84489d51d5aaa22dc08f807aab0353ab21b9b9efdf195797,JVLBPIPGETUEET,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5361917,5361917,dilirank_parent_v1,"[""LT00570""]","[""vNo-DILI-concern""]"
LT00572,Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,HPJKCIUCZWXJDR-UHFFFAOYSA-N,d79f9a82a6ec181b1e57b8696c0e4b132cfa13a6e9aeb0e39167146cb3ed7309,HPJKCIUCZWXJDR,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/3902,3902,dilirank_parent_v1,"[""LT00572""]","[""vLess-DILI-concern""]"
LT00573,Desvenlafaxine succinate,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,KYYIDSXMWOZKMP-UHFFFAOYSA-N,a841bb6a862c161a1151ca916f9801b2c8e394fa04058776a20e479cdaf49b73,KYYIDSXMWOZKMP,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/6918664,6918664,dilirank_parent_v1,"[""LT00573""]","[""vLess-DILI-concern""]"
LT00575,Lomustine,O=NN(CCCl)C(=O)NC1CCCCC1,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,fe532098f4dc611bdc416bf5c7a0b61fb5e79d4ae64a07ee117fd426a2485db6,GQYIWUVLTXOXAJ,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/3950,3950,dilirank_parent_v1,"[""LT00575""]","[""vLess-DILI-concern""]"
LT00576,Lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,PCZOHLXUXFIOCF-BXMDZJJMSA-N,b9b9cba04e552b29d994a5e98d944fdcbf9481dd9d6b95ecbafcd9998a9f131b,PCZOHLXUXFIOCF,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/53232,53232,dilirank_parent_v1,"[""LT00576""]","[""vLess-DILI-concern""]"
LT00580,Methimazole,Cn1cc[nH]c1=S,PMRYVIKBURPHAH-UHFFFAOYSA-N,05285c4b5120646040257c4f25d3e3feb1a448b4e7ac6aace7d6f2baf1367143,PMRYVIKBURPHAH,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/1349907,1349907,dilirank_parent_v1,"[""LT00580""]","[""vMost-DILI-concern""]"
LT00584,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,8ac30493cf445c3b037738d9314e4a04bd8e1074f79f36b9f8f870df54f144ac,VAOCPAMSLUNLGC,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/4173,4173,dilirank_parent_v1,"[""LT00584""]","[""vLess-DILI-concern""]"
LT00587,Minoxidil,N=c1nc(N2CCCCC2)cc(N)n1O,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,1ae1d7bd7dfbfe3582e93305a2d14511fb8c3b458a67ae6bf8b6ff4ed6211a3c,ZIMGGGWCDYVHOY,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/4201,4201,dilirank_parent_v1,"[""LT00587""]","[""vNo-DILI-concern""]"
LT00588,Mitomycin,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,NWIBSHFKIJFRCO-WUDYKRTCSA-N,857348a4dfc58a01553e3a0f8d7771ab824992d0575d0648bee102500a6e4b9d,NWIBSHFKIJFRCO,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5746,5746,dilirank_parent_v1,"[""LT00588""]","[""vLess-DILI-concern""]"
LT00589,Modafinil,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N,2c10e615dc9c12d7915297606f81b6e3be380059d9d3bfbc51039933aa591488,YFGHCGITMMYXAQ,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/4236,4236,dilirank_parent_v1,"[""LT00589""]","[""vLess-DILI-concern""]"
LT00590,Fesoterodine fumarate,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,DCCSDBARQIPTGU-HSZRJFAPSA-N,5e75659d7fdf6ad64704b2c281d2fa78436c0129bb61d8acd304396eeafeb303,DCCSDBARQIPTGU,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/9849808,9849808,dilirank_parent_v1,"[""LT00590""]","[""vNo-DILI-concern""]"
LT00592,Naloxone hydrochloride,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,UZHSEJADLWPNLE-GRGSLBFTSA-N,597730e8c51c3d71cee2ce1cca7e8ee7bdd3b38a15e7407f4f0279f6bf54a1c3,UZHSEJADLWPNLE,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5464092,5464092,dilirank_parent_v1,"[""LT00592""]","[""vNo-DILI-concern""]"
LT00593,Naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-VIFPVBQESA-N,5d3972b409788808ad6bc410d12d073972010be9b1575063fb855fed629ad90d,CMWTZPSULFXXJA,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/156391,156391,dilirank_parent_v1,"[""LT00593""]","[""vLess-DILI-concern""]"
LT00595,Neomycin sulfate,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,PGBHMTALBVVCIT-VCIWKGPPSA-N,78cacc48e5c8ee03ddf9dc2309e05a15a844fad86ce97791bb1595e89146168a,PGBHMTALBVVCIT,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/197162,197162,dilirank_parent_v1,"[""LT00595""]","[""vNo-DILI-concern""]"
LT00600,Levocetirizine dihydrochloride,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-OAQYLSRUSA-N,99d4191cbdd0a8eece3a0bc51f1b86b05100253f8046938f4e6ee63a0d242320,ZKLPARSLTMPFCP,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/9955977,9955977,dilirank_parent_v1,"[""LT00600""]","[""vLess-DILI-concern""]"
LT00606,Pantoprazole sodium,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,IQPSEEYGBUAQFF-UHFFFAOYSA-N,91aca42dbc9c4e3099eaf2950d99a2eda3d64f91bacfb9efe5358be42bc96398,IQPSEEYGBUAQFF,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/15008962,15008962,dilirank_parent_v1,"[""LT00606""]","[""vLess-DILI-concern""]"
LT00607,Nilotinib hydrochloride,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,649918665df879f51b6fb956254779ede685008b231aafd52e482f9d536b526e,HHZIURLSWUIHRB,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/16006490,16006490,dilirank_parent_v1,"[""LT00607""]","[""vMost-DILI-concern""]"
LT00612,Prednisolone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N,08bc8dee9985e6c63f96cdedfd5bc2bfb07fa868c4485926fb7df1501831b9db,OIGNJSKKLXVSLS,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5755,5755,dilirank_parent_v1,"[""LT00612""]","[""vLess-DILI-concern""]"
LT00613,Primaquine phosphate,COc1cc(NC(C)CCCN)c2ncccc2c1,INDBQLZJXZLFIT-UHFFFAOYSA-N,cd2e48ed3e48bbd0ba5aab698fee40eb4b576d72065367cf8778984ffc5bcc2e,INDBQLZJXZLFIT,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/6135,6135,dilirank_parent_v1,"[""LT00613""]","[""vNo-DILI-concern""]"
LT00614,Procarbazine hydrochloride,CNNCc1ccc(C(=O)NC(C)C)cc1,CPTBDICYNRMXFX-UHFFFAOYSA-N,f3ab3bc2bea29bb1457ea513fc7a87299ae70f81d07f45f09be9e6d39c1f55a5,CPTBDICYNRMXFX,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/9703,9703,dilirank_parent_v1,"[""LT00614""]","[""vLess-DILI-concern""]"
LT00619,Roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,MNDBXUUTURYVHR-UHFFFAOYSA-N,52a2f1b4d0d6a6261b20f7c4171845eb9ded23846ee462bd2fd6e3445e7b6ebe,MNDBXUUTURYVHR,vNo-DILI-concern,0,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/449193,449193,dilirank_parent_v1,"[""LT00619""]","[""vNo-DILI-concern""]"
LT00625,Sertraline hydrochloride,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,VGKDLMBJGBXTGI-SJCJKPOMSA-N,584a8282eb453e84b7b65eb7a31534ec6e0cbacfc7761d12d544eff941a9c07b,VGKDLMBJGBXTGI,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/63009,63009,dilirank_parent_v1,"[""LT00625""]","[""vLess-DILI-concern""]"
LT00632,Sulfathiazole,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,JNMRHUJNCSQMMB-UHFFFAOYSA-N,f18215261c704f442e16696a752df9f2d614dd85eeadba7ec99ac212babb31f3,JNMRHUJNCSQMMB,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5340,5340,dilirank_parent_v1,"[""LT00632""]","[""vMost-DILI-concern""]"
LT00634,Terbinafine hydrochloride,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1a72c9e6df03c5d0304af8deff0e9a38664abe6d3fa36142abc0da58a2f70bd1,DOMXUEMWDBAQBQ,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5282481,5282481,dilirank_parent_v1,"[""LT00634""]","[""vMost-DILI-concern""]"
LT00635,Thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,6b6ca0fb04df83e98e48c45e55e8f4711955f415ec73c2b9d1f3743519cb4d56,WJCNZQLZVWNLKY,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5430,5430,dilirank_parent_v1,"[""LT00635""]","[""vMost-DILI-concern""]"
LT00636,Ticrynafen,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,AGHANLSBXUWXTB-UHFFFAOYSA-N,e055e558773ef67385ca49c556ef7ec01a3a46cb7fc0866a176d49e34939e26b,AGHANLSBXUWXTB,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/38409,38409,dilirank_parent_v1,"[""LT00636""]","[""vMost-DILI-concern""]"
LT00637,Tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,HJLSLZFTEKNLFI-UHFFFAOYSA-N,1079bf63878c8551327b28afd93c389502f948542ab37c7cb48487390577dcea,HJLSLZFTEKNLFI,vLess-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/5479,5479,dilirank_parent_v1,"[""LT00637""]","[""vLess-DILI-concern""]"
LT00640,Maraviroc,Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,GSNHKUDZZFZSJB-HLMSNRGBSA-N,2a52308c6898f0662d59ddc410e497cfdc9250437318308b2d41d59a41d792cc,GSNHKUDZZFZSJB,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/3002977,3002977,dilirank_parent_v1,"[""LT00640""]","[""vMost-DILI-concern""]"
LT00642,Raltegravir potassium,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CZFFBEXEKNGXKS-UHFFFAOYSA-N,de917c1706ba56bb7d50247e1fc0becab8fc8405acdc93f935f37af5688b4ec7,CZFFBEXEKNGXKS,vMost-DILI-concern,1,https://www.fda.gov/media/113052/download?attachment=,https://pubchem.ncbi.nlm.nih.gov/compound/23668479,23668479,dilirank_parent_v1,"[""LT00642""]","[""vMost-DILI-concern""]"
